season,game_type,rows,brier,target_mean,prediction_mean
2022,F,30448,0.20717346668243408,0.7087493431424067,0.67691636
2022,R,217024,0.24862922728061676,0.5036908360365674,0.51192456
2023,F,25686,0.2505236268043518,0.47290352721326795,0.5091187
2023,R,219839,0.24932777881622314,0.5031181910398064,0.4926085
2024,F,30010,0.2507912516593933,0.45928023992002664,0.51019
2024,R,223497,0.2482634037733078,0.4897067969592433,0.49294746
